cost_pips,n_trades,win_rate,gross_profit,gross_loss,pf
0.0,667,0.527736131934033,12872.750000000024,7906.200000000015,1.6281842098606156
1.0,667,0.52023988005997,12175.650000000023,8543.100000000017,1.4252027952382624
1.5,667,0.5157421289355323,11830.350000000024,8864.800000000017,1.3345309538850285
2.5,667,0.5112443778110944,11146.150000000025,9514.600000000017,1.171478569776975
4.0,667,0.4992503748125937,10136.550000000021,10506.000000000015,0.9648343803540841
5.5,667,0.48875562218890556,9149.150000000023,11519.600000000013,0.7942246258550655
7.0,667,0.47976011994003,8179.050000000025,12550.500000000016,0.6516911676825635
10.0,667,0.45577211394302847,6309.950000000023,14683.400000000016,0.42973357669204787
